>ptg000019l	658483
164851	164883	25
164884	164897	24
164898	164968	25
164969	165029	26
165030	165045	25
165046	165321	24
165322	165705	23
165706	165825	22
165826	165856	21
165857	165858	22
165859	166297	21
166298	166356	20
166357	166401	21
166402	166426	20
166427	167013	21
167014	167868	22
167869	168209	23
168210	168350	22
168351	168460	21
168461	168499	22
168500	169052	23
169053	169195	24
169196	169384	25
169385	170010	26
170011	170246	25
170247	170288	27
170289	170557	26
170558	170609	25
170610	170635	26
170636	170708	27
170709	171004	26
171005	171132	25
171133	171689	24
171690	171729	23
171730	171823	24
171824	171882	23
171883	172331	24
172332	172584	25
172585	172594	24
172595	172661	25
172662	172695	26
172696	172890	27
172891	173310	26
173311	173372	27
173373	173441	26
173442	173526	25
173527	174106	26
174107	174147	27
174148	174357	26
174358	174473	27
174474	174806	26
174807	174864	27
174865	175202	26
175203	175428	27
175429	175469	28
175470	175569	29
175570	175793	30
175794	175848	29
175849	175992	28
175993	176208	27
176209	176414	28
176415	176884	29
176885	176926	28
176927	177017	27
177018	177526	28
177527	178266	27
178267	178294	28
178295	178506	27
178507	178780	26
178781	178880	27
178881	178931	26
178932	178971	25
178972	179063	24
179064	179836	25
179837	179908	24
179909	180161	25
180162	180225	26
180226	180286	25
180287	180754	26
180755	180773	27
180774	180830	26
180831	181032	25
181033	181149	24
181150	181356	23
181357	181591	22
181592	181642	21
181643	181762	20
181763	181785	19
181786	182016	20
182017	182189	21
182190	182325	22
182326	182470	23
182471	182822	24
182823	182881	23
182882	183225	24
183226	183338	23
183339	183355	22
183356	183744	23
183745	183815	22
183816	183862	21
183863	183904	22
183905	184178	21
184179	184405	22
184406	184598	23
184599	184668	22
184669	184964	23
184965	185049	22
185050	185519	21
185520	185533	22
185534	185697	23
185698	185808	22
185809	185876	23
185877	186070	24
186071	186221	25
186222	186475	24
186476	186478	25
186479	186484	24
186485	186790	25
186791	187018	26
187019	187092	27
187093	187166	28
187167	187362	27
187363	187664	26
187665	188339	27
188340	188379	26
188380	188596	25
188597	188709	24
188710	189019	25
189020	189054	26
189055	189409	27
189410	189423	26
189424	189436	27
189437	189516	28
189517	189522	29
189523	189678	28
189679	190066	27
190067	190264	26
190265	190357	27
190358	190407	26
190408	190480	27
190481	190859	29
190860	191121	30
191122	191273	29
191274	191378	30
191379	191506	29
191507	191572	30
191573	192411	29
192412	192499	30
192500	192659	31
192660	192935	32
192936	193075	31
193076	193126	32
193127	193247	33
193248	193444	34
193445	193629	33
193630	193903	32
193904	193922	33
193923	194068	32
194069	194160	33
194161	194427	32
194428	194513	31
194514	194719	32
194720	194863	33
194864	194962	32
194963	195112	33
195113	195495	31
195496	195521	30
195522	195607	29
195608	195704	28
195705	196098	27
196099	196147	28
196148	196229	29
196230	197066	28
197067	197504	27
197505	197524	28
197525	197822	29
197823	197883	28
197884	198024	29
198025	198083	30
198084	198221	31
198222	198371	32
198372	198390	33
198391	198435	32
198436	198448	33
198449	198515	34
198516	198687	33
198688	198773	31
198774	199178	32
199179	199189	31
199190	199352	30
199353	199522	29
199523	199744	28
199745	199921	27
199922	200000	26
200001	200055	27
200056	200109	28
200110	200168	29
200169	200531	30
200532	200902	29
200903	201089	30
201090	201108	31
201109	201259	30
201260	201385	29
201386	201444	28
201445	201466	27
201467	201941	26
201942	202111	25
202112	202157	26
202158	202196	27
202197	202314	26
202315	202449	27
202450	202763	28
202764	202877	27
202878	203356	26
203357	203402	27
203403	203442	26
203443	203639	27
203640	203712	26
203713	203807	25
203808	203808	24
203809	204374	25
204375	204616	26
204617	205082	27
205083	205158	28
205159	205225	29
205226	205356	30
205357	205579	29
205580	206125	30
206126	206677	31
206678	207218	30
207219	207291	32
207292	207292	33
207293	207356	32
207357	207457	33
207458	207526	34
207527	207612	33
207613	207756	32
207757	207916	31
207917	208043	30
208044	208078	28
208079	208360	27
208361	208363	26
208364	208630	25
208631	209226	24
209227	209269	23
209270	209338	22
209339	209400	21
209401	209629	22
209630	209800	23
209801	209900	22
209901	210076	23
210077	210625	24
210626	210897	25
210898	211185	23
211186	211222	24
211223	211241	25
211242	211847	24
211848	212302	25
212303	212353	26
212354	212387	27
212388	212414	28
212415	212606	29
212607	212757	30
212758	212822	29
212823	212913	28
212914	212973	27
212974	213072	25
213073	213207	26
213208	213275	27
213276	213302	26
213303	213496	25
213497	213735	26
213736	213798	27
213799	214141	26
214142	214215	27
214216	214808	26
214809	214905	25
214906	215058	26
215059	215261	27
215262	215525	26
215526	215677	25
215678	215733	24
215734	215776	25
215777	216021	24
216022	216236	25
216237	216414	24
216415	216449	24
216450	216703	23
216704	216938	24
216939	216995	25
216996	217339	26
217340	217511	27
217512	217516	28
217517	217573	27
217574	217696	28
217697	217790	29
217791	217965	30
217966	218202	32
218203	218258	31
218259	218294	32
218295	218532	31
218533	218599	32
218600	218830	33
218831	218952	34
218953	219239	36
219240	219387	35
219388	219415	34
219416	219452	33
219453	220180	34
220181	220504	35
220505	220702	34
220703	220752	33
220753	220782	34
220783	221452	33
221453	221600	32
221601	221642	31
221643	221740	30
221741	221777	29
221778	221914	30
221915	221951	31
221952	222578	32
222579	222776	33
222777	222945	32
222946	223366	31
223367	223374	32
223375	223463	31
223464	223655	30
223656	223733	31
223734	223784	30
223785	223866	31
223867	224440	32
224441	224462	31
224463	224575	30
224576	224931	31
224932	224947	30
224948	225094	31
225095	225105	30
225106	225282	29
225283	225305	28
225306	225324	29
225325	225732	28
225733	225848	29
225849	226117	30
226118	226222	31
226223	226228	30
226229	226268	29
226269	226711	30
226712	226866	29
226867	227033	30
227034	227447	29
227448	227588	28
227589	227603	27
227604	227633	28
227634	227794	27
227795	227836	28
227837	227882	29
227883	227906	28
227907	227973	27
227974	228035	26
228036	228170	25
228171	228446	24
228447	229139	23
229140	229361	22
229362	229588	21
229589	229659	20
229660	229965	21
229966	230275	20
230276	230342	21
230343	230568	20
230569	230729	19
230730	231374	18
231375	232374	17
232375	232527	16
232528	233022	17
233023	233122	16
233123	233309	15
233310	233433	14
233434	233626	13
233627	233785	14
233786	234010	13
234011	234084	12
234085	234355	13
234356	234443	12
234444	234724	13
234725	234731	14
234732	235045	13
235046	235213	14
235214	235387	15
235388	235608	16
235609	236287	15
236288	236686	14
236687	236735	13
236736	236769	14
236770	236822	13
236823	236974	14
236975	237377	15
237378	237562	16
237563	237643	17
237644	237662	18
237663	237786	17
237787	238628	18
238629	238842	17
238843	238853	16
238854	238946	17
238947	239177	18
239178	239234	19
239235	239771	20
239772	240173	21
240174	240203	22
240204	240327	23
240328	240889	24
240890	240908	25
240909	241088	24
241089	241342	25
241343	242210	24
242211	242326	25
242327	242662	26
242663	243145	25
243146	243266	24
243267	243455	23
243456	243817	24
243818	243846	23
243847	244192	22
244193	244244	21
244245	244258	20
244259	244421	21
244422	244422	23
244423	245017	22
245018	245540	23
245541	246302	22
246303	246778	21
246779	246832	22
246833	247011	21
247012	247359	22
247360	247557	21
247558	247624	22
247625	247690	23
247691	247758	24
247759	247766	25
247767	247802	24
247803	247916	23
247917	248289	21
248290	248556	20
248557	248665	19
248666	248677	20
248678	248993	19
248994	249552	20
249553	249582	19
249583	249639	20
249640	249983	21
249984	250161	20
250162	250438	21
250439	250823	22
250824	250826	23
250827	250920	22
250921	250984	23
250985	251041	22
251042	251282	23
251283	251899	24
251900	252222	23
252223	252355	22
252356	252642	21
252643	252729	20
252730	252747	19
252748	252788	20
252789	253066	21
253067	253440	22
253441	253560	23
253561	253855	24
253856	254091	23
254092	254307	24
254308	254832	23
254833	255013	24
255014	255291	25
255292	255575	26
255576	256025	27
256026	256072	25
256073	256248	26
256249	256291	27
256292	256424	28
256425	256520	27
256521	256614	26
256615	256978	25
256979	257267	26
257268	257388	27
257389	257430	26
257431	257826	25
257827	258044	26
258045	258062	25
258063	258220	26
258221	258476	25
258477	258614	24
258615	258633	25
258634	258860	26
258861	259356	27
259357	259630	26
259631	260388	27
260389	260763	26
260764	261238	25
261239	261489	24
261490	261561	25
261562	261823	24
261824	261945	23
261946	262088	24
262089	262119	25
262120	262197	24
262198	262282	23
262283	262831	24
262832	262911	25
262912	263159	24
263160	263180	23
263181	263469	24
263470	263695	23
263696	264355	22
264356	264372	21
264373	264503	22
264504	264522	23
264523	264546	22
264547	264687	21
264688	264850	20
264851	264851	21
264852	265100	20
265101	265218	21
265219	265814	22
265815	266314	23
266315	266435	22
266436	266447	21
266448	266520	20
266521	266822	21
266823	267033	22
267034	267095	21
267096	267526	20
267527	267589	19
267590	267619	18
267620	267706	17
267707	267842	16
267843	268284	17
268285	268765	16
268766	269202	17
269203	269802	18
269803	270319	17
270320	270559	16
270560	270730	17
270731	271450	18
271451	271494	17
271495	271588	18
271589	271623	19
271624	271654	20
271655	271799	21
271800	271865	22
271866	272075	21
272076	272306	20
272307	272522	19
272523	272638	20
272639	272706	19
272707	273271	18
273272	273560	17
273561	273793	18
273794	273999	19
274000	274221	18
274222	274332	17
274333	274382	18
274383	274473	19
274474	274870	18
274871	274914	19
274915	275533	20
275534	275592	19
275593	275727	20
275728	275900	21
275901	276216	22
276217	276971	21
276972	276990	22
276991	276995	21
276996	277078	22
277079	277460	23
277461	277756	24
277757	277823	25
277824	277845	26
277846	277960	27
277961	277977	28
277978	278074	27
278075	278166	26
278167	278397	27
278398	278605	26
278606	278749	27
278750	279014	26
279015	279022	28
279023	279064	29
279065	279553	30
279554	279623	29
279624	279637	30
279638	279928	31
279929	280199	30
280200	280509	31
280510	280517	30
280518	280720	31
280721	280857	32
280858	281250	33
281251	281577	34
281578	281869	33
281870	281986	34
281987	282027	35
282028	282281	34
282282	282347	33
282348	282659	34
282660	283105	33
283106	283132	32
283133	283151	31
283152	283237	30
283238	283412	31
283413	283550	32
283551	283996	31
283997	284101	30
284102	284708	31
284709	284754	30
284755	284895	29
284896	285159	30
285160	285221	31
285222	285262	30
285263	285282	31
285283	285308	32
285309	285425	33
285426	285806	34
285807	286272	33
286273	286785	32
286786	286804	33
286805	286813	32
286814	286884	31
286885	286951	30
286952	286969	29
286970	287156	28
287157	287208	29
287209	287379	28
287380	287444	27
287445	287454	26
287455	287460	25
287461	287539	24
287540	287908	23
287909	288107	22
288108	288307	23
288308	288324	22
288325	288457	21
288458	288538	22
288539	288550	21
288551	289061	22
289062	289386	23
289387	289574	22
289575	289607	21
289608	289710	22
289711	289830	23
289831	289882	24
289883	290503	25
290504	290868	24
290869	291013	23
291014	291045	22
291046	291074	23
291075	291371	24
291372	291443	23
291444	292099	22
292100	292392	23
292393	292494	22
292495	292584	21
292585	292918	22
292919	293232	23
293233	293522	22
293523	293543	21
293544	293571	20
293572	293668	19
293669	293982	18
293983	295372	16
295373	296598	15
296599	296786	14
296787	297984	13
297985	298120	12
298121	298542	11
298543	298674	10
298675	298973	9
298974	299086	8
299087	299450	7
299451	299956	6
299957	300063	5
300064	300486	4
300487	300940	3
300941	301009	2
301010	302109	1
302110	302110	0
>ptg000032l	468020
1	14	0
15	89	1
90	239	2
240	401	3
402	2052	4
2053	2472	5
2473	2913	6
2914	3302	7
3303	3870	8
3871	4288	9
4289	4342	10
4343	4443	11
4444	4606	12
4607	4899	13
4900	5307	14
5308	5680	15
5681	5884	16
5885	6039	17
6040	6330	18
6331	6521	19
6522	6850	20
6851	7368	21
7369	7716	22
7717	8077	23
8078	8397	24
8398	8563	25
8564	8676	26
8677	9052	25
9053	9159	24
9160	9310	23
9311	9325	26
9326	9456	27
9457	9724	28
9725	9978	29
9979	10040	30
10041	10481	31
10482	10538	30
10539	10619	31
10620	10954	32
10955	11204	33
11205	11637	34
11638	11840	33
11841	11950	34
11951	12002	35
12003	12040	34
12041	12206	35
12207	12428	36
12429	12513	35
12514	12572	36
12573	12677	35
12678	12738	36
12739	12959	37
12960	13050	38
13051	13069	39
13070	13130	38
13131	13306	37
13307	13542	36
13543	13739	37
13740	13992	38
13993	14002	37
14003	14246	36
14247	14492	37
14493	14670	36
14671	14769	37
14770	14887	36
14888	15005	37
15006	15041	38
15042	15100	37
15101	15443	36
15444	15512	35
15513	15548	36
15549	15583	35
15584	15589	34
15590	15761	35
15762	16173	36
16174	16187	35
16188	16515	34
16516	17233	33
17234	17352	34
17353	17482	33
17483	17623	32
17624	17739	33
17740	17944	32
17945	18035	30
18036	18301	29
18302	18324	28
18325	18343	29
18344	18545	28
18546	18882	29
18883	19094	28
19095	19349	29
19350	19398	28
19399	19436	29
19437	20029	28
20030	20288	27
20289	20545	26
20546	20563	25
20564	20723	24
20724	20851	25
20852	20950	24
20951	20973	25
20974	21239	24
21240	21322	23
21323	21328	22
21329	21382	21
21383	21885	20
21886	22015	19
22016	22106	20
22107	22460	21
22461	22659	20
22660	23155	21
23156	23392	22
23393	23590	21
23591	23713	20
23714	23859	19
23860	23933	20
23934	24063	19
24064	24356	18
24357	24391	16
24392	24733	17
24734	24758	16
24759	24885	15
24886	25218	16
25219	26070	15
26071	26568	14
26569	26728	13
26729	26939	14
26940	26986	15
26987	27666	16
27667	27790	17
27791	27876	18
27877	27895	19
27896	28048	18
28049	29025	19
29026	29085	20
29086	29256	21
29257	29280	20
29281	29459	19
29460	29791	20
29792	30008	22
30009	30200	21
30201	30219	22
30220	30223	21
30224	30258	22
30259	30399	23
30400	30866	24
30867	31030	25
31031	31754	24
31755	31874	25
31875	31957	24
31958	32151	23
32152	32219	24
32220	32682	25
32683	32802	24
32803	32978	25
32979	33063	24
33064	33082	25
33083	33095	24
33096	33606	25
33607	33997	26
33998	34191	25
34192	34312	26
34313	34361	27
34362	34504	28
34505	34601	29
34602	34775	30
34776	34803	31
34804	34811	32
34812	34866	33
34867	35115	32
35116	35712	33
35713	35798	32
35799	36014	33
36015	36021	34
36022	36286	35
36287	36656	36
36657	36727	35
36728	36746	36
36747	36882	35
36883	36901	36
36902	36976	35
36977	37104	34
37105	37413	33
37414	37497	32
37498	37578	33
37579	37715	32
37716	37884	31
37885	37950	30
37951	38183	31
38184	38225	32
38226	38239	33
38240	38332	34
38333	38443	35
38444	38542	36
38543	38589	37
38590	38647	38
38648	38921	39
38922	38952	38
38953	38990	39
38991	39151	40
39152	39430	39
39431	39524	40
39525	39728	41
39729	39758	39
39759	40031	40
40032	40075	41
40076	40103	42
40104	40240	43
40241	40295	44
40296	40374	45
40375	40413	44
40414	40478	43
40479	40481	42
40482	40614	41
40615	40848	40
40849	40907	41
40908	40945	42
40946	41023	43
41024	41236	42
41237	41449	43
41450	41536	44
41537	41644	43
41645	41649	42
41650	42176	41
42177	42556	42
42557	42738	43
42739	42790	44
42791	42895	43
42896	43159	44
43160	43242	43
43243	43544	44
43545	43663	43
43664	43685	42
43686	43695	41
43696	43707	42
43708	43967	41
43968	44264	40
44265	44290	39
44291	44534	40
44535	44590	39
44591	44783	38
44784	44970	37
44971	45369	36
45370	45634	37
45635	45664	38
45665	45999	37
46000	46211	36
46212	46273	35
46274	46518	36
46519	46758	37
46759	46802	36
46803	47021	35
47022	47093	34
47094	47170	33
47171	47482	32
47483	47545	34
47546	47565	33
47566	47599	32
47600	47609	31
47610	47932	32
47933	48179	33
48180	48314	32
48315	48434	31
48435	48530	30
48531	48550	29
48551	48598	28
48599	48750	29
48751	49036	30
49037	49110	29
49111	49147	28
49148	49148	29
49149	49192	28
49193	49213	27
49214	49449	26
49450	49541	25
49542	49706	24
49707	49916	25
49917	50123	24
50124	50209	23
50210	50292	22
50293	50409	23
50410	50521	24
50522	50741	23
50742	50760	24
50761	50924	23
50925	50954	22
50955	50975	21
50976	51266	20
51267	51416	21
51417	51574	22
51575	51604	23
51605	51634	24
51635	51750	25
51751	51796	26
51797	51899	25
51900	52945	24
52946	53091	26
53092	53408	27
53409	53723	26
53724	53940	27
53941	54106	26
54107	54798	27
54799	55319	28
55320	55344	30
55345	55365	31
55366	55471	32
55472	55647	31
55648	55854	30
55855	56090	29
56091	56315	28
56316	56348	29
56349	56622	28
56623	56776	27
56777	56877	28
56878	56916	27
56917	57104	26
57105	57106	25
57107	57145	26
57146	57677	27
57678	57804	28
57805	58110	29
58111	58226	28
58227	58245	29
58246	58401	30
58402	58804	29
58805	58862	28
58863	58905	29
58906	59081	30
59082	59341	29
59342	59585	28
59586	59766	29
59767	59854	30
59855	60123	31
60124	60181	30
60182	60185	29
60186	60266	30
60267	60370	31
60371	60395	32
60396	60443	33
60444	60463	32
60464	60470	31
60471	60601	32
60602	60624	31
60625	61240	30
61241	61265	31
61266	61444	30
61445	61557	31
61558	61687	30
61688	61810	29
61811	62151	28
62152	62500	27
62501	62658	26
62659	63084	27
63085	63314	28
63315	63475	27
63476	63553	26
63554	63909	27
63910	63971	28
63972	64072	29
64073	64120	30
64121	64194	29
64195	64532	28
64533	64667	27
64668	64717	28
64718	64855	29
64856	65060	30
65061	65127	29
65128	65473	28
65474	65550	29
65551	65892	30
65893	65995	29
65996	66014	30
66015	66052	29
66053	66368	28
66369	66399	29
66400	66475	30
66476	66560	31
66561	66928	30
66929	67132	29
67133	67665	28
67666	67951	29
67952	68051	28
68052	68080	29
68081	68291	28
68292	68594	27
68595	68716	28
68717	68968	27
68969	69120	26
69121	69261	25
69262	69461	26
69462	69866	25
69867	69945	24
69946	70035	23
70036	70074	24
70075	70302	23
70303	70608	24
70609	70975	23
70976	71382	22
71383	71421	21
71422	71732	22
71733	72206	21
72207	72340	22
72341	72486	23
72487	72538	22
72539	72953	21
72954	73118	20
73119	73161	19
73162	73230	20
73231	73335	21
73336	73634	22
73635	73817	21
73818	73851	22
73852	73897	23
73898	73936	22
73937	74406	23
74407	74512	24
74513	74660	23
74661	74725	22
74726	74744	21
74745	75176	22
75177	75266	23
75267	76007	21
76008	76040	22
76041	76042	21
76043	76164	20
76165	76254	19
76255	76273	20
76274	76701	19
76702	76800	20
76801	76861	21
76862	76867	20
76868	77231	21
77232	77382	22
77383	77546	21
77547	77609	22
77610	77896	23
77897	77921	24
77922	78341	25
78342	79420	24
79421	79517	25
79518	80155	26
80156	80201	27
80202	80404	28
80405	80466	27
80467	80623	28
80624	80661	27
80662	80713	28
80714	80751	29
80752	81244	27
81245	81509	28
81510	81581	27
81582	81727	28
81728	81788	27
81789	81922	28
81923	81950	29
81951	82197	28
82198	82308	29
82309	82672	30
82673	82682	29
82683	82737	30
82738	82887	29
82888	83147	28
83148	83187	27
83188	83549	28
83550	83660	29
83661	83840	28
83841	83880	29
83881	83890	28
83891	83962	29
83963	84225	30
84226	84343	31
84344	84512	32
84513	84618	31
84619	84820	32
84821	84874	31
84875	84911	32
84912	84937	33
84938	85354	32
85355	85548	34
85549	85749	35
85750	85829	36
85830	86146	35
86147	86370	34
86371	86487	33
86488	86667	34
86668	86945	33
86946	86972	34
86973	86994	35
86995	87049	36
87050	87123	37
87124	87219	38
87220	87371	39
87372	87526	40
87527	87743	39
87744	87760	38
87761	87941	37
87942	88551	36
88552	88604	35
88605	88774	34
88775	88793	33
88794	88890	34
88891	89060	35
89061	89110	34
89111	89211	35
89212	89336	34
89337	89801	33
89802	89939	32
89940	90418	31
90419	90601	30
90602	90948	29
90949	91139	30
91140	91391	31
91392	91424	30
91425	91519	31
91520	91606	32
91607	91674	31
91675	91694	30
91695	91860	31
91861	91879	30
91880	91911	29
91912	91981	28
91982	92318	29
92319	92390	28
92391	92972	27
92973	93262	26
93263	93377	25
93378	93438	26
93439	93569	27
93570	93655	26
93656	93681	25
93682	93723	24
93724	93839	23
93840	93917	22
93918	94180	23
94181	94285	24
94286	94295	23
94296	94508	24
94509	94667	23
94668	94857	22
94858	95029	21
95030	95113	22
95114	95172	23
95173	95424	24
95425	95723	23
95724	95746	24
95747	96073	25
96074	96328	26
96329	96340	27
96341	96430	28
96431	96505	27
96506	96686	26
96687	96816	27
96817	96898	28
96899	97211	27
97212	97277	26
97278	97290	25
97291	97392	24
97393	97407	23
97408	97592	24
97593	98403	23
98404	99230	22
99231	99594	23
99595	99770	24
99771	99924	25
99925	99998	24
99999	100311	25
100312	100326	26
100327	100403	27
100404	100637	29
100638	100845	28
100846	100982	29
100983	101210	30
101211	101229	31
101230	101491	30
101492	101523	31
101524	101643	30
101644	101978	29
101979	102151	30
102152	102185	31
102186	102393	30
102394	102453	31
102454	102560	30
102561	102606	31
102607	102719	30
102720	102746	31
102747	102765	32
102766	103005	31
103006	103043	30
103044	103091	29
103092	103266	30
103267	103900	31
103901	104006	32
104007	104068	31
104069	104081	30
104082	104502	31
104503	104624	32
104625	104787	31
104788	104833	30
104834	104981	31
104982	105000	32
105001	105059	31
105060	105250	32
105251	105438	31
105439	105544	32
105545	105619	31
105620	105642	32
105643	105700	33
105701	105990	32
105991	106032	33
106033	106427	34
106428	106498	35
106499	106610	36
106611	106612	37
106613	107053	36
107054	107273	37
107274	107330	36
107331	107405	35
107406	108052	34
108053	108133	35
108134	108152	36
108153	108573	35
108574	108646	34
108647	109024	33
109025	109152	32
109153	109338	31
109339	109424	32
109425	109610	33
109611	110175	32
110176	110413	31
110414	110452	33
110453	110526	34
110527	110643	33
110644	110977	34
110978	111022	33
111023	111163	34
111164	111372	35
111373	111391	36
111392	111516	35
111517	111660	34
111661	111872	33
111873	111897	32
111898	111899	33
111900	112132	32
112133	112263	33
112264	112590	32
112591	113065	31
113066	113380	30
113381	113523	29
113524	113601	30
113602	113638	31
113639	113729	30
113730	113743	29
113744	113934	28
113935	113993	27
113994	114472	28
114473	114726	27
114727	115024	26
115025	115098	25
115099	115155	24
115156	115182	25
115183	115257	24
115258	115419	22
115420	115563	23
115564	115644	22
115645	115731	23
115732	116227	22
116228	116393	21
116394	116483	20
116484	116532	21
116533	116548	20
116549	116838	21
116839	117434	22
117435	117737	23
117738	117929	22
117930	118097	23
118098	118123	24
118124	118174	25
118175	118196	26
118197	118351	27
118352	119007	26
119008	119166	25
119167	119306	26
119307	119389	25
119390	119530	24
119531	119535	23
119536	119615	24
119616	119703	25
119704	119726	26
119727	119781	27
119782	119784	28
119785	119860	27
119861	119991	26
119992	120672	27
120673	120832	26
120833	120886	27
120887	121067	28
121068	121095	27
121096	121266	26
121267	121337	25
121338	121560	26
121561	121710	27
121711	121926	28
121927	122008	27
122009	122271	28
122272	122517	27
122518	122554	26
122555	122730	27
122731	122735	28
122736	122763	29
122764	122827	28
122828	122883	29
122884	123802	28
123803	123828	29
123829	125021	30
125022	125585	29
125586	125644	28
125645	126015	27
126016	126079	26
126080	126359	25
126360	126401	26
126402	126434	25
126435	126529	24
126530	126725	25
126726	127020	24
127021	127074	23
127075	127206	24
127207	127376	25
127377	127602	26
127603	127699	27
127700	127867	28
127868	127893	29
127894	128084	30
128085	128198	31
128199	128293	30
128294	128365	31
128366	128742	30
128743	128958	31
128959	129035	32
129036	129042	31
129043	129124	32
129125	129157	31
129158	129166	30
129167	129254	29
129255	129277	28
129278	129691	27
129692	129754	26
129755	130046	27
130047	130192	28
130193	130203	29
130204	130459	27
130460	130822	26
130823	131077	27
131078	131151	26
131152	131164	25
131165	131359	26
131360	131362	25
131363	131450	26
131451	131561	25
131562	131565	24
131566	131613	25
131614	132075	24
132076	132411	23
132412	132459	22
132460	132604	23
132605	132680	22
132681	132717	23
132718	133256	24
133257	133805	25
133806	133994	26
133995	134466	27
134467	134604	28
134605	134769	29
134770	135088	30
135089	135090	29
135091	135147	30
135148	135488	29
135489	135600	30
135601	135994	29
135995	136200	28
136201	136247	27
136248	136356	26
136357	136479	25
136480	136550	24
136551	136600	23
136601	136995	24
136996	137148	25
137149	137266	24
137267	137361	25
137362	137387	24
137388	137651	23
137652	137735	24
137736	138289	23
138290	138526	22
138527	138663	23
138664	138727	22
138728	138762	23
138763	138784	24
138785	138997	25
138998	139246	24
139247	139324	23
139325	139741	22
139742	139892	23
139893	140094	22
140095	140269	23
140270	140453	22
140454	140750	23
140751	141268	24
141269	141394	25
141395	141955	26
141956	142017	27
142018	142038	26
142039	142056	25
142057	142191	24
142192	142210	23
142211	142327	22
142328	142463	23
142464	142613	24
142614	142642	25
142643	142799	26
142800	142822	27
142823	142845	28
142846	142864	29
142865	143280	28
143281	143560	29
143561	143659	28
143660	144115	27
144116	144160	26
144161	144436	25
144437	144788	26
144789	144918	27
144919	145185	26
145186	145621	25
145622	146377	24
146378	146748	25
146749	146957	26
146958	147056	27
147057	147363	26
147364	147447	25
147448	147610	24
147611	147751	23
147752	148098	22
148099	148479	21
148480	149117	22
149118	149310	21
149311	149440	23
149441	149512	24
149513	149646	23
149647	149647	22
149648	149741	23
149742	149795	21
149796	149960	20
149961	150170	21
150171	150726	20
150727	150975	19
150976	151073	18
151074	151115	17
151116	151176	16
151177	151321	15
151322	151384	16
151385	151951	15
151952	151982	16
151983	152450	17
152451	152924	18
152925	153362	19
153363	153629	20
153630	153878	18
153879	154082	17
154083	154213	16
154214	154366	17
154367	154583	16
154584	154642	17
154643	155171	18
155172	155406	17
155407	155583	18
155584	155625	19
155626	155704	20
155705	155812	19
155813	156000	20
156001	156180	21
156181	156195	22
156196	156547	23
156548	156583	24
156584	156638	25
156639	156980	24
156981	157149	25
157150	157419	26
157420	157588	25
157589	157720	24
157721	158100	25
158101	158465	24
158466	158670	25
158671	159069	26
159070	159187	27
159188	159239	26
159240	159431	27
159432	159486	26
159487	159676	27
159677	160137	26
160138	160492	27
160493	160793	28
160794	160830	27
160831	161100	26
161101	161220	27
161221	161250	26
161251	161387	27
161388	161474	28
161475	161504	27
161505	161721	28
161722	161847	29
161848	162051	30
162052	162124	29
162125	162169	31
162170	162300	32
162301	162489	33
162490	162553	35
162554	162646	36
162647	162951	37
162952	163141	36
163142	163257	37
163258	163352	36
163353	163798	35
163799	164073	34
164074	164265	33
164266	164431	32
164432	164506	31
164507	164563	32
164564	164857	33
164858	164924	34
164925	165136	35
165137	165441	34
165442	165627	35
165628	166061	36
166062	166096	35
166097	166241	36
166242	166277	35
166278	167095	34
167096	167319	33
167320	167388	32
167389	167411	31
167412	167414	30
167415	167433	31
167434	167467	30
167468	167485	29
167486	167610	28
167611	168055	27
168056	168130	28
168131	168422	29
168423	168460	30
168461	168849	29
168850	168881	28
168882	168927	29
168928	169152	31
169153	169208	30
169209	169561	31
169562	169660	32
169661	169855	31
169856	170027	32
170028	170224	31
170225	170431	31
170432	170486	32
170487	170503	33
170504	170522	32
170523	170541	33
170542	170647	32
170648	170713	33
170714	171060	34
171061	171197	33
171198	171220	34
171221	171259	35
171260	171286	36
171287	171376	37
171377	171403	36
171404	171441	35
171442	171490	36
171491	171516	35
171517	171570	36
171571	171690	35
171691	172148	34
172149	172229	33
172230	172766	32
172767	172799	31
172800	172879	30
172880	172959	31
172960	173307	30
173308	173483	31
173484	173642	30
173643	173927	31
173928	173937	30
173938	173951	29
173952	174074	28
174075	174243	29
174244	174283	30
174284	174575	29
174576	174775	30
174776	175290	31
175291	175390	32
175391	175563	31
175564	175677	32
175678	175864	33
175865	176478	32
176479	176532	33
176533	176595	34
176596	176971	35
176972	177058	34
177059	177103	33
177104	177702	32
177703	177705	31
177706	177723	32
177724	177907	33
177908	177926	32
177927	178133	31
178134	178284	30
178285	178303	29
178304	178907	28
178908	178981	27
178982	179031	25
179032	179242	24
179243	179432	25
179433	179508	26
179509	179753	25
179754	179766	24
179767	180520	25
180521	180559	26
180560	180633	25
180634	180828	24
180829	180945	25
180946	181018	24
181019	181249	25
181250	181291	24
181292	181379	23
181380	181484	22
181485	181686	23
181687	181819	24
181820	182334	23
182335	182424	24
182425	182532	25
182533	182574	26
182575	182621	25
182622	182774	26
182775	182809	27
182810	182958	28
182959	183071	27
183072	183211	28
183212	183332	27
183333	183398	28
183399	183544	27
183545	183554	26
183555	183672	25
183673	183891	24
183892	184059	23
184060	184551	22
184552	184562	23
184563	185082	24
185083	185128	25
185129	185159	26
185160	185282	27
185283	185434	26
185435	185867	25
185868	186001	26
186002	186054	25
186055	186104	24
186105	186432	23
